text	label
I love all of yall. If you are a never-Trumper, and you voted for Joe Biden, you voted for the party that promotes the violence being demonstrated by the left right now. You are part of the problem. Get mad if you want. Its the truth.	0
Havent really heard this in the news... Trump Campaign Gets Legal Victories in Michigan and Pennsylvania? Third circuit. I just keep hearing they are losing every court battle. What are you hearing?	0
Sick and tired of all the violence and hatred toward white people. Isnt that racism in and of itself?	0
"Gunman in 'Fast and Furious' border killing sentenced to life in prison

Its about damn time,may Holder & Obama Rot in hell for this!HRC should be stoned to death for Benghazi!!!"	1
Facebook Briefly Issues New Policy Allowing Death Threats Against Paul Joseph Watson | Tea Party Pac	0
I thought we ended colonialism in 1776	0
"SO THINK 
IDIOTS LIKE OPRAH AND ELLEN HAVE SO MUCH PATHETIC LIFE ADVICE ABOUT TOLERANCE BANDING TOGETHER AND BEING KIND TO ONE ANOTHER YET NEITHER POS HAS PUBLICLY DENOUNCED THE VIOLENCE AND LOOTING GOING ON IN THIS COUNTRY !!
THEY CAN GFT !!"	1
This. Is. MADNESS.	0
"New Video! Please Share

It's Been Suggested The Creator Of This Super Hero Series Deserves An Oscar & I Agree!

Meet The ""Social Justice Warriors"" Featuring Bias Response Team, Ethnic Enhancer & Antifa Freddy!

Enjoy The Show!

Watch & Share!"	0
"Meet the 15 Republicans Who Fought Trump's International Student Rule - American Action News

These treasonous RINOs strike again!!!! Drain the swamp of these Deep State traitors President Trump ASAP! Before its too late!"	0
Past, Present, and Future of Space Flight.	0
ANOTHER SMOKING GUN: Docs Show Strzok Stopped FBI from Ending Flynn Probe Despite Lack of Evidence | Sean Hannity	0
"This is so TRUE.. 
#wakeupamerica #americafirst #prayforamerica"	0
We as Americans need to come together and change this !	0
"Im sick and tired of the flaccid conservatives who want to play the political game until it gets a little too rough for them. They dont seem to understand whats happening here. This game isnt going to be won with memes or by demonstrating or fighting with placards and signs or by gathering in large crowds in the Freedom Plaza or by voting harder. This is going to be won when at least 3% of the 73 million people who voted for Donald Trump take firearms into the street and drag Marxist Democrats out of their offices and their state houses and their television studios and their radio stations into the street and actually blow their brains out in front of God and everyone. That is how this is going to won and the retards still dont get it or understand whats at stake. This isnt a game. If thats a little too harsh for you, maybe you dont deserve the liberty you have? 

Sic Semper Tyrannis"	1
Judicial Watch: State Dept Records Show US Embassy in Ukraine Monitored Sean Hannity, Laura Ingraham, Donald Trump Jr., Rudy Giuliani, Journalists and other U.S. Citizens in Potential Violation of Federal Law | Judicial Watch	0
If you murdered half the US population you might be able to maintain our current standard of living with maximum use of solar and wind. Is that the Democrat plan? That still ignores the facts that the sun doesn't always shine and the wind does not always blow.	0
Paid for insurrection...	0
"MADE IN THE USA! SIZES XS THRU 3XL. SOFT COZY FABRIC, PRODUCED IN LIMITED EDITIONS. NEW DESIGNS ADDED DAILY. THESE DESIGNS ARE ONLY AVAILABLE FROM TURTLE TUBBS TEES & TEESPRING. QUESTIONS WELCOMED. SATISFACTION ASSURED! THANK YOU FOR YOUR BUSINESS...
TAP ON THE TEE PICTURE TO VISIT OUR ONLINE STORE!"	0
"#Impeach
#impeachtwice
#impeachagain
#impeachtrump"	0
The #FakeNews idiots at CNN and MSNBC have gone to far in my opinion.	1
"AOC Justifies Palestinian Rioting: 'White Supremacist Jews' To Blame. - Sara A. Carter

How freakin stupid is this bitch"	1
Raising them RIGHT! 	0
Any dumbass who voted for mumbles should be ashamed of yourself unless you have the excuse of being an idiot	1
Why does china joe want to lock down America? because it allows china to work and produce while Americans are restricted from working! China China China fools!	0
President Trump said, He cant wait for January 6th! The Media is pushing the WuFlu even harder, so the Patriots wont go to DC!!! Believe me, the Media and Lefties are FEARING whats coming! Trump and his Team have all the Receipts ! Remember, come January 6-ALL the Washington DC Hotels, Motels and all rooms are ALL booked with pissed off Patriots!! TRUMP IS Not STEPPING DOWN FOLKS!	0
"Strategical and Unnecessary, Mandates of Masks, Social-distancing and perhaps most Importantly VACCINES. 
Is to stop freespeech, Clarity in knowledge, and Inspirational Conversations of truth.. Why!!? 
To keep a Democratic population From fighting Totalitarianism 
BND"	0
"I fail to comprehend what burden Black Americans have had to carry for four hundred years. They obtain a free education at the same schools as most Whites. Many dont have to work as the are in food stamps all their lives. They are granted Medicaid. Are given opportunities in sports, movies and businesses. Often through Affirmative Action rather than through merit. 

More Black people are arrested because more are guilty of crimes.

More Black fathers per capita abandon their families than what White fathers do. There are consequences for stupid irresponsible behavior. 

Someone please help me out here!"	1
Why should not Ford make Police Cars? I love the Police! Democrats are criminals apparently...	0
"Does this sound like what's happening now...
Another communist norm taking root in America is the rewriting of the American past. We are living a famous Soviet dissident joke: In the Soviet Union, the future is known; it is the past that is always changing."	0
#fuckzuck #fuckfacebook	1
"#News #Justice #Freedom #Sovereignty

American Renaissance

""Corona-victims: Who Matters Most?"""	0
"HE SAVED A LOWLY SINNER LIKE ME ...

a blasphemer. A follower of a cult rife with false doctrine. An imperfect wretch of a human being.

He saved me. Again and again. Spiritually. Physically. He removed the scales from my eyes so I'd see truth - so I'd see Him. - and I'd see my wretchedness and His incredible love for me despite myself.

God is good and loving and merciful. He reaches for us, in our brokenness and filthy sinfulness and loves us, saves us.

The gift is free to all and to accept one must simply ""believeth on Him."" We are not saved because of who we are or any thing we do, but because of who He is and what He did. Period.

Because God is good and loving and merciful. Period.

-Kara "	0
ALBERTO PODES IR Y HACERTE CULEAR POR EL MISMISIMO BIGOTE DE STALIN	0
"I AM WONDERING IF PARLER IS FOR REAL OR A TROJAN HORSE - I WANT TO KNOW MORE ABOUT IT - CAN ANYONE OUT THERE ENLIGHTEN ME?? I LOVE THE OPPORTUNITY TO SPEAK FREELY - JUST WONDERING IF THIS IS A REPOSITORY TO FILTER AND ""CATCH"" ALL THE CONSERVATIVE THOUGHT OUT THERE SO THAT WE COULD BE READILY IDENTIFIED?? LET'S HOPE NOT - LET'S HOPE THIS IS THE START OF SOMETHING TRULY POSITIVE AND AMAZING WHERE CONSERVATIVE THOUGHT IS NOT STIFLED LIKE TWITTER, FACEBOOK, YAHOO, GOOGLE ETC."	0
Democrats spent 4 entire years wasting hard earned tax payor money on #fakenews . During that time they used minorities & children for votes while turning hostile forces against hard working Americans . They will never ever get a vote from me as long as I live. & I hope some day God Willing they will pay for their lies and evil	0
Islamist Train Attacker Tells Court He Was Targeting Americans	0
"'*' YOU'LL WANT TO SEE: '*'

Pennsylvania Legislature Moves To Challenge Election, Tell Congress Electoral Votes Must Go Through Them"	0
Wish I could pay her for a visit. Dont forget shes married to a Democrat in Congress!	0
Crack babies of the 80s are now f****** in the cities	0
A message from a Serbian girl	0
"""It's not about Donald Trump. It's about your right as an American citizen to assume that your vote is sacred  to assume that every legal vote will be counted, and that illegal votes will not be counted  because otherwise the illegal votes drowned out the legal votes and cheat the legal citizens of their right to representation."" - Newt Gingrich"	0
Get the corrupt turd	1
Wheres Nancy  @kayleigh your my hero.	0
"MAGA TRUMP WALK IN LA!

LISTEN TO THESE MAGA PEOPLE! In CALIFORNIA! LA BABY!"	0
Awww poor trump-he can't get his way so he has tantrums like a 4 year old on Twitter because he can't get people to lie for him.... everybody is so mean to poor donald.	0
If they somehow steal this election...will you patriots be ready to fight then?? I'm tired of being the SILENT majority!!	0
"Unintended Consequences?

Psychiatrist Mark McDonald writes: Not only have Americans become afraid, they have become infected by  a pandemic of hysteria  a delusional psychosis. A delusion is a fixed false belief contrary to reality. Americans today believe that we must keep our businesses closed, that we must keep our children at home, that we must wear masks over our faces and isolate ourselves from human beings in order to keep us alive. That is false. That is a lie. And it is killing us. It is killing us physically, mentally, socially, psychologically, it is killing our country, and it must stop."	0
#STUNNING! #Sweden and #Brazil #Kept Their #Economies #Open #During #Communist #Chinese #WUHANVirus #Pandemic and #Their #Numbers Are #Dropping #Faster #Than #US	0
Welcome to the soon to be lib Commie China pedophile 3rd World Country if Dems puppet Biden and (put innocent black men in jail) Chameleon Kamala (plays a black or Indian when its convenient), steal the election thru voter fraud. If you have any brains, youll know that his VP pick will actually be president and senile Sniff your hair Biden will be put out to pasture! You know the the game plan, retire the Senile Biden and replace with VP. Globalist Soros and his minions the Deep S. NAZI Commie Satanist lib party corrupted to the core, MSM (Fake news) , Antifa, BLM, CIA, FBI, Activist Judges, SJW, Hollywood Rats, Twitter, Facebook, YouTube, All the useful idiots, treasonous RINOs etc..are responsible for this rioting, looting and destruction throughout the country. This treasonous act should not go unpunished! Its about time these deep State rats are held accountable! Patriots, we need to save the US from turning into another Commie shit hole just like all the other lib run cities!	1
What are the Dems and MSM w/out their covid 19 fear tactics? Nothing but a much of Antifa lovin, BLM lovin, anarchy lovin idiots!!! FEAR is the ONLY weapon theyve got, and its getting REALLY old!!	1
Is California, Oregon, Virginia and other socialist Marxist politicians going to try to BALKANIZE the United States?	0
"LIONELL and Mrs L , TALK ABOUT HOW MUCH THAT IVANKA AN TRUMPS ATACK ON HUMAN TRAFICING IS HYUGE. ""ITS TIME FOR TRUMP TO GET VICIOUS"" MAGA K.A.G"	0
HERE WE GO AGAIN!!! LET THE GAMES BEGIN!!!	0
"Life being a Christian in Pakistan: 

14 year-old Pakistani Christian girl Maira Shahbaz was kidnapped by a radical Islamist in April 2020 near Faisalabad city, Pakistan.

Lahore High Court ( one of the corrupt court ) just ruled that she had ""willingly"" converted, and married to her abductor Mohamad Nakash ( older man ). Have they lost their minds?! 

#pakistan #radicalislamists #minorities #usa #uk #savethechildrenworldwide"	0
Get rid of the fucking pork. Patriots stop paying your taxes to foreign governments. That is essentially what we are all doing. W4 for max dependants for 2021(even if you have zero) then file extension after extension to file your 2020 taxes. Fuck these corrupt bastards. Option 2 go have a meeting with them in their office in DC. WINK WINK	1
When engaging in debate, it send shivers down my spine when I am told This is the USA, Communism can never happen here! That argument is out of touch and in denial of human nature. Our freedoms must be fought for, and preserved!	0
Every Legal Vote	0
Our politicians need to stop pussy footing around and get shit under control. This country is a nats fart away from a racial civil war. Where is our military? They took an outh to defend this country from foreign and domestic enemies. These are terrorists, treat them as such. Go after the media and these mayors and governors that supporting them. Isnt this treason? What about the people funding these groups? Why haven't we frozen there bank accounts? Why aren't people like Tom Arnold under arrest for his comments? Trump needs to put his foot down...now! Are they waiting for it to escalate to mass bloodshed? Wtf? Republicans need to stop being a punching bag for the dems and grow a set and fight back. Smh ,I cant believe how our freedoms are being taken away by terrorists and people who are offended. Its disgraceful to say the least.	1
"The Two Sides

George Soros. . . . Trump/Pence
Bill Gates. . . . . Ted Cruz
Clintons Obamas. . . Bshp Strickland
Pope Francis. . . .Abshp Vigan
Michael Moore. . . .Taylor Marshall
Alyssa Milano. . . .Candace Owens
UN. . . . . . Obianuju
Biden/ Harris. . . . .Franklin Graham
ABC, CBS, NBC. . . .Patrick Madrid
Cdls Cupich, Tobin. . . Cardinal Sarah
Planned Parenthood . . Abby Johnson
Pelosi. . . . . . . Lila Rose
The Squad. . . . . Fr. Frank Pavone
Cuomo. . . . . .Nick Donnelly

Guess which side I'm on?"	0
"CIA Director Haspel and the Anti-Trump Conspirators

INDEED!"	0
The only definitive decisions Biden has made so far are to raise your taxes and make you wear a mask. Wean yourself off the teleprompter, grow a pair, and answer some questions not prearranged! #Trump2020	0
Facebook Removes 1.7 MILLION Member Group Joe Biden Is Not My President Without Warning  But Anti-Trump Not My President Page Still Up After 4 Years	0
It Gets WORSE For #CDProjektRed After Admitting They LIED About #Cyberpunk2077	0
And Communists...	0
"Hey! Y'all ANTIFA bitches ""comin' to the suburbs""! I bought more ammo during he 0vomit Presidency than I even know what to do with! I have over 3K rds of 7.62x39, over 1k of 9mm, over 2k of .22LR, and even more I can not count! I do not have room to STORE it all! But if you DO come, NOW I know what to do with it all! You WILL NOT WIN!"	1
"Trump has exposed all the fakes! 
Thank you President Trump!"	0
"BOYCOTT AMAZON!!!

AMAZON DECREASED EMPLOYEES PAY BY $2.00 AND HOUR BECAUSE OF HOAX PLANDEMIC BUT MADE BILLIONS MORE BECAUSE OF THE PLANDEMIC!!!

WANT TO CONTROL WEALTH AND PREPARE FOR THE WORLD RESET THATS NOT GOING TO HAPPEN!!

SHOW WHAT PATRIOTS CAN DO AND THE POWER WE HAVE!!! ASK NBA AND NFL!!!!!!"	0
"Former Speaker of the House Newt Gingrich on Monday predicted a resounding electoral college victory 364 VOTES for President Trump and said that the president should issue a warning that any perpetrators of election violence and looting will be held accountable.

I TOLD YOU HE WOULD WIN!
L
 A
 N
 D
 S
 L
 I
 D
 E!"	0
Its easy to figure out how Dominion voting machines miscalculate votes. They were designed and built by brainwashed idiots who went through public school during the Common Core Math years.	0
"Michigan GOP Senate Leader Clears Dominion Voting Systems of Wrongdoing Despite Forensic Report Alleging Severe Abnormalities - Big League Politics

Another chickenshit politician that needs to be removed!!"	1
I have a QUESTION for all LIBERALS that think they have decided to join us on Parler. IF YOU ARE SURE THAT BIDEN HAS WON, WHY ARE YOU FIGHTING SO HARD TO KEEP PRESIDENT TRUMP FROM USING HIS CONSTITUTIONAL RIGHTS TO CHALLENGE THE ELECTION? WHAT DO HAVE TO HIDE!	0
San Francisco to rename Abraham Lincoln High School because he didnt demonstrate that black lives mattered to him	0
So defunding the police is racist is what Im hearing? 	0
Time for the Revolution! Lets make a more perfect Union!	0
Exclusive  Trump National Diversity Coalitions Bruce LeVell: Presidents Support Among Blacks, Hispanics Will More than Double in 2020 - because rational citizens know that its the Dems who are radicals and the real racist with their policies and rhetoric!!	0
"I mean seriously Who in their right mind would vote for this moron
#trump2020landslide #patriotsunited #bidencrimefamily #teleprompterbiden #maga"	1
niggas gonna be stealin parleys	1
"#Amen #pursuing #happiness #Strength

#public #schools teach you how to be a #laborer and a #actor they dont teach important #values"	0
"Chinese Sociologist: Well Soon Surpass U.S., U.S. Will Not Survive, Well Drive U.S. To Its Death

Welcome to the soon to be shit hole lib Commie China pedophile 3rd World Cntry if Dems racist puppet Biden and (biden crime bill 1993) Chameleon Kamala(plays a black or Indian when its convenient), steal the election thru voter fraud!

Globalist Soros and his minions the Deep S. NAZI Commie Satanist lib party corrupted to the core, MSM Fake news, Antifa, BLM, CIA, FBI, Activist Judges, SJW, Hollywood Rats, Twitter,Facebook,YouTube, All the useful idiots, treasonous RINOs are responsible for this rioting, looting and destruction throughout the cntry. This treasonous act should not go unpunished! Its about time these Deep S. rats are held accountable! Patriots,we need to save the US from turning into another Commie shit hole just like all the other lib run states!"	1
The Left wants us to be ashamed of America so they can replace America.	0
"THIS CORUPTED MAN ! SAID THIS ON NATIONAL TV
AND THE COURTS N STATE LEGISLATORS HAVE THERE FINGER UP THERE """"""""S. DOING NOTHING FOR WE THE AMERICAN VOTERS 75 MILLION PLUS ! AND ALLOWING THE MOST FRAUDULENT ELECTION IN OUR REPUBLIC HISTORY !MUST NOT STAND ! WE'RE AT A CIVIL WAR NOW ! SOON 2ND AMMENDMENT WILL BECOME PART OF IT.!!"	1
"ON SEPTEMBER 12 , 2008 PRESIDENT DONALD J TRUMP ISSUED AN EXECUTIVE OR THAT PROTECTS OUR ELECTIONS FROM FRAUD AND/OR TAMPERING !!
THE SCUM MAIN STREAM MEDIA NEVER GAVE IT AN ONCE OF ATTENTION 
WELL MAYBE THEY SHOULD HAVE !!!
I STRONGLY SUGGEST EVERY AMERICAN YES EVERY AMERICAN READ IT TO UNDERSTAND HOW MUCH ANYONE ASSOCIATED WITH FRAUD AND/OR TAMPERING IS BASICALLY SCREWED !!!
IS THIS THE KRAKEN ??
TRUMP KNEW THIS WAS GOING TO HAPPEN TWO YEARS AGO !!"	0
Hey harry styles trap are gays	1
General Flynn Urges President Trump To Commute Roger Stones Sentence	0
"When did they all find time to write a book?
Kinda queer."	0
Zillow Exposes Dramatic Exodus Out Of San Francisco Real Estate | Zero Hedge	0
"Surviving The Final Bubble

Hungry for the latest economic survival offer? You should be... These past weeks have been nothing short of a disaster for the US economy. With 1 out of 3 people out of work, we are looking at a calamity not seen since the Great Depression. Survive the final bubble focuses on this major pain point for the average American: how to survive when incomes are in free fall and the economy collapses all around you."	0
JOE BIDEN IS SO COMPROMISED WITH CHINA that we can only conclude that they, with a host of bribed Democrats and Lying Media are trying so hard to get Biden elected because China owns them and are using them for the destruction of America. All who vote for them are puppets in a Destroy America play.	1
Anyone else noticed that a lot of Democrat Mayors in USA seem as thick as pig shit? No offence, just an observation. That idiot woman in Seattle Summer of Love. Next thing, 2 dead and multiple rapes. USA should introduce a minimum IQ level for public figures. Look at Maxine Waters and Nancy Pelosi! Out for personal gain. #yuck	1
CALIFORNIA WASTES OR STEALS THE MONEY, DOESN'T BUILD WHAT MONEY WAS FOR, WE WANT OUR FEDERAL MONEY BACK FOR A STATE THST USES IT PROPERLY, AND NOT FOR ELECTUON RIGGING!	0
We need to have military tribunals declaring Congressional Representatives as traitors...so we can start shooting them...	1
WE THE PEOPLE MATTER PROUD BOYS DESERVE PRAISE FOR THEIR PRESENCE AND HELPING HOPE THE GET PAID FOR SLANDER.	0
Victor Porlier - The Big COVID Con Exposed By Brian C. Joondeph,... | Facebook	0
IRS Launches Get My Payment Stimulus Check Tracking Tool	0
Seven Days in January? All Living Former Secretaries of Defense Warn Trump Over Election Fight	0
Armed man shot, killed after throwing incendiary devices at Washington ICE detention center | Fox News	0
States Opposing Texas' Right to File a Complaint Fail to Address Key Differences From Earlier Cases Involving Similar Factual Claims	0
Sidney Powell Says Make This Tweet of Hers Go Viral!  THE MARSHALL REPORT	0
Whitey needs to start fighting back!! Stop being so stupid and walking around and night alone. Be like the blacks and walk in numbers.	0
What an ugly Nativity scene!! Sacrilegious and God's people are outraged!! Francis is an Antichrist. He is evil. 2020 keeps bringing out the worst things possible.	1
"You dont get to call me a racist, xenophobe, illiterate for 4 years and then call for unity when you think your candidate has won...
Youre either disingenuous or a liar, either way you dont earn my solidarity."	0
Never dim your light for those who can't handle your shine. Let your magic fucking glow!  #StayJerkoffFree #TooBlessedToBeStressed	0
Government tyranny.	0
NOPE. It's your baby now Biden. You prematurely proclaimed yourself President-elect. You said YOU had all the answers. Tell us you elitist bastard.	1
General McInerney talks Insurrection Act !	0
"Soooo Ruth Bader Ginsberg apparently has cancer AGAIN for the UMPTEENTH time. 

(Yea, Ok.)"	0
Members Of Corporate Press Play Dumb And Demand Evidence After Being Told Of Affidavits And Incident Reports Alleging Voter Fraud!	0
"South Dakota Gov All-In on Sturgis Motorcycle Rally of 250k: I trusted my people and they trusted me  Daily Headlines

These treasonous hypocrite libs(lying sack of Schiff) dont know the meaning of the truth! They are at it again and just as mentally deranged as the rest of the Globalists NAZI Muslim Commie Liberal Demoncrats! Deep State, BLM, Pelosi, Waters, Schumer, Fauci, Hollywood, Academia, MSM Fox and the rest of Fake News, Swamp News and you know the rest!! Expose, Boycott, Sue, prosecute and bring to justice all these lying Fake News deep state treasonous Godless NAZI commie liberal demoncrats and RINOs! Mutt Romney, Sessions, Richard Burr, Susan Collins, Murkowski, Justice Roberts, Bolton and you know the rest of the traitors. All the useless republicans that talk a lot of BS and do nothing! Drain the rat infested swamp President Trump! Yours truly, the patriots of America!"	1
Ladies and Gents, Fact of the day. Has anyone noticed that liberal judges and the democheats only filed lawsuits in swing states for voter disenfranchisement? As if a voter in deep blue MA or CA is not anymore or less disenfranchised? Do these idiotics really think people are that stupid that they cant see how obvious this is? Oh and BTW, all of these court rulings are unconstitutional anyway because the election laws in these states hold court and not 11th hour activist judges rulings.	0
Nolte: Andrew Cuomos Rat-Out-Your-Neighbor Thanksgiving Program Failed	0
First they tell us its not our place to speak on race issues, now they say white silence is violence. Ive got plenty to say, you just dont want to listen. #letemburn #chopshot #blm #morons #terrorists	1
Hollywood Celebrities Attack Donald Trump Jr. over His COVID-19 Diagnosis: 'You F**king Idiot' 'Poor Covid'	0
Joe Biden should have been an abortion not, president !!! He is a criminal !! Won't never be my president !!! Embarrassing !!!!!!!!	1
"The New Green Deal only moves Jobs and pollution to other countries with lower wages and fewer environmental regulations. 
Government can't pick winners and losers; they never get it right."	0
REPORT: Outraged ICE reveals hundreds of illegal aliens charged with rape, other crimes after release from California jail	0
You can be a fighter without being crude and dishonest. Some people do not know this.	0
"Chinese Regime Targeting US Election Infrastructure With Cyberattacks: OBrien 
 
ICYMI"	0
"Making progress on the She Shed 
#sheshed #milaca #minnesota"	0
It takes just one crooked rhino to take the Senate down. The Turtle has done it to us. May he never get a moment's peace for the rest of his life. Pure SCUM!! Isn't his wife Chineese?	1
"VIDEO: BLM Protester Allegedly Kills Photographer Who Supported The Movement
Deathocrats OWN this shit!
Killers of Americans."	1
The best part of my day is when my tatted up lesbian liberal mail carrier has to walk up my driveway and deliver all my Trump campaign letters you can feel her little brain melting	1
"Cenk Uygur is a goat fucker...

""Young Turk-ey? Bernie Sanders Immediately Retracts His Endorsement of Bestiality-Legalizing Congressional Candidate Cenk Uygur"""	1
It's like crickets & fuckin snakes & snail TRAILS !	0
The Irish are allowing themselves to be treated like cattle. Its time they got off their knees and fought for their health, environment and freedom. Soon it will be too late.	0
"Obamas purposely chose an unassuming yet radical Muslim commie CIA Brennan who speaks of Islam so romantically  maybe he should go fu#% himself with it.

Fact. Islam has the most human rights violations, oppression, and most violent in the world practice, and this punk lies through his teeth. The only reason Islam is for the most part docile here is because most Americans know the difference between freedom of speech & religion, as opposed to dangerous ideology as defined in their own Quran and other nefarious teachings.
And we wont let it fester!

I had to eat bacon after watching this crap; and Im practically a vegan."	1
"Tornado in Laramie, Wyoming 
#Wyoming #tornado #weather #PhotoTourism"	0
#Australia: Two warships blocked a cargo ship loaded with illegal immigrants that did not respond to requests for a halt. The illegal #immigrants all returned back, the crew members were arrested and the truck was dismantled for scrap.	0
Let Liberty Ring	0
WAY TO HOLD YOUR OWN MR. PRESIDENT!!!! 	0
EXCLUSIVE: Police Source: Woman Who Framed Former Missouri Gov. Eric Greitens Guilty of Perjury, Bribed With Cash Payment.	0
So corrupt, cant wait for the final outcome. Im not even an American . Im ex Pat from UK  now living in Australia . The outcome of this election is going to affect the whole world  as we know it 	0
"The fact the leftists cheated to steal this election is going to deprive America of ideas, planning, and entities like the space force.

You know, the leftists made fun of trump for this. They are such idiots. SOMEONE, SOME COUNTRY is going to control space. I would think any self respecting American would prefer America do that. 

But then, who knows. They are the enemies within, in many cases."	1
Sad but true!	0
Prosecutor Announces Outrageous Policy Change  Rioters Walk On All Charges/ What is This about Dems huh ? So Your saying that You are All above the Law ??	0
DemonKKKrats love rape and murder. Praying.	1
"IT'S YOUR FREE WILL! 

IF YOU LET THE DEEP STATE COMMUNISTS CONTROL YOUR FREE WILL, AND MAKE YOUR DECISIONS FOR YOU, YOU DESERVE WHAT YOU GET! RIGHT?"	0
Built Trump tough	0
UPDATED: LIST OF INDICTMENTS, ARRESTS AND EXECUTIONS!! Dismantling the Deepstate Operatives and Doubles!! | Conspiracy Daily Update	0
"Aoc is a true psychopath. This aged well...
#aocsucks #thesquadsucks #trumpwon #libtards"	1
Really?! So Tiger woods must be so racist for winning PGA tour then... Omg libtards!!! how stupid can you get?	1
Both Theresa May and David Cameron were muslim appeasers.	0
Klay BBJ - Masrah _  _ The Theatre by Dl T-y on #SoundCloud	0
TRUMP CAN STILL WIN!!!!	0
"Soooooo 

@HillaryClinton 
LIED under oath to congress
Deleted 33,000 subpoenaed emails
Destroyed subpoenaed phones and servers
And Congress SAYS NOTHING 

Trump brings to light the injustice of the Stone sentencing and NOW CONGRESS THINKS THERE IS A PERVERSION OF JUSTICE.......

I need a fucking lobotomy to understand liberal logic"	0
Go BONGINO!! Geraldo is an ASSHOLE! He needs his ass kicked again!! WWG1WGA #TRUMP2020	1
YES, WAIT FOR JESUS TO COME... BUT UNTIL HE DOES, FIGHT LIKE YOU ARE THE THIRD MONKEY IN LINE GETTING ON THE ARK... AND BROTHER IT'S RAINING!	0
"Creating disease$ is a YUGE busine$$.

#Vaccine #Vaccines #VAXXED #COVID1984 #Coronavirus #COVID19"	0
Why arent Muslim owned Bakeries persecuted by militant homosexuals for refusing to make them wedding cakes?	0
Unlike bullshit Biden, I am very familiar with these counties and let me say my family still there is 110% TRUMP country. Way to go Wash Pa, Go Prexies.	0
"ABOUT NO SAFE SPACES

Has anyone seen this movie yet please give us your comments regarding it. It is not out in my area.

Our freedom is under attack! This film exposes the atrocities being committed by the liberal left, that is actually severely harming the American people, in all political affiliations, except communism. We The People MUST act now, and speak out, and speak up! Political correctness only benefits the agenda of the people instrumental in wanting to make our Republic, an open border, socialist/communist country."	0
HAPPY 4TH OF JULY!!!! YOU LIVE IN THE GREATEST COUNTRY EVER CREATED. NEVER FORGET THE MIRACLE OF ITS GREAT FOUNDING AND HISTORY. GOD BLESS AMERICA!!!!!!	0
"ABORTION IT'S ALL ABOUT PROFIT. KILLING THE UNBORN TO CUT UP AND SALE BODY PARTS. 
OVER 2 BILLION UNBORN HAVE BEEN MURDERED AND DEMOCRATS LOVE FUNDING IT AS MUCH AS HITLER LOVED MURDERING JEWS IN WORLD WAR II"	1
STOP LYING ABOUT PRESIDENT TRUMP !!!!!!!	0
"Watch this short video and see what the covid-vaccine is all about.

Then you decide if you really want to take it!"	0
Trump Aides Beg Him To Call A Lid After He Drinks 45 Cups Of Coffee And Campaigns For 237 Hours Straight | The Babylon Bee	0
"I ABSOLUTELY DO NOT BELIEVE THE CDC!! OR THE WHO!! 

New CDC Study Shows Coronavirus Can Survive For Hours On Floors, Walls, Shoes | Zero Hedge"	0
Antifia and BLM are thugs just like the ones who invaded capital hill.People condemn what happened Wednesday well they need to condemn the riots from last year but they refuse to. The reason why that they wont condemn antifia and blm is because they have these groups supporting them and they are funding these groups.I call the democratic party demoncraps because they are demons that are full of crap.	1
Please pray at 4:00! Going to the Supreme Court 	0
Millions of Parents protested No trophies, awards and medals forkids in sports, that lost, came in last place, were horrible at sports and did not excel, to be a winner, or in a 1st place team, while the other Millions of parents, that played by the usual rules: a winner is a winner, remained quiet, 20years later, look at America today. Losers in the streets, telling millions they are the Future?	0
FUCK FOX SWITCH TO NEWSMAX!	1
"Yeah, it must be tough acting like a lamb who has to get along with a fatted calf brother. Maybe royal family was outdated, a foolish clinging to the past since, oh, the American and French Revolutions? 

Prince Harry appears to hint at rift ..."	0
"U.S. ECONOMIC RECOVERY CONTINUES, DEFYING EXPERTS

U.S. Economic Recovery Continues at Solid Pace While Japan and Europe Stumble"	0
I wouldnt trust a democrat to pick up dog shit in my yard	1
Two indians walk into a bar, Lying Dog and Spread Eagle.	0
And just like that, Im in the airport and cnn is not blasting Trump. Is this what they meant by unity. My kids will stop throwing a fit if they get their way. Or their ass whooped!	0
You know what ....Fuck this shit with the restaurant Bullshit.....It's nothing but a POWER grab by the demacRATS ....they get there Paycheck ....Let these people live they have bill's to pay and so does there workers...Everybody should go to there favorite restaurant...... I think that china is STILL sending in the virus .....and biden is involved. funny , china biden, hunter china.......the virus, mail in ballets ...Scumbag could not BET TRUMP ...He had to CHEAT.....Trump 2020	1
"Here is why the Civil War won'thappen when Trump takes his second term as President.

Remember Wieners laptop?
Remember all the Children missing?
Remember Gen Flynn?
Remember FISA?
Remember the arrest of Professor Lieber?
Remember the arrest of the 28 other traitor professors?
Remember Benghazi?
Remember Hillary's Emails?
Remember Pelosi, Feinstein,Schumer China deals?
Remember Pizzagate?
Remember plutonium?
Remember the Muslim Brotherhood?
Remember Bidens Ukraine Quid Pro Quo?
Remember Hunters Laptop?
Remember Durham?

Well all those memories questions will be answered. Even the most staunch Biden supporter will be left breathless and in tears.
Trump is and always has been for the people!"	0
@Yokedarrows Fascist Santa I want that flag in the background for Christmas. Can you tell me where to fucking get it.	0
Can only get a black cock proper fucking ruff	1
"""Wait till you see the whites of their eyes,boys!"""	0
Facebook Says It Can Locate Users Even When They Opt Out Of Tracking.	0
This Marine veteran and patriot waves his US flag proudly amid violent Portland anarchists	0
